Id,SalePrice,OverallQual,ExterQual,GarageCars,YearBuilt,YearRemodAdd,KitchenQual,Foundation,HalfBath,GrLivArea,BsmtQual,LotArea,FullBath,TotRmsAbvGrd
293,131000,5,TA,1,1949,2008,TA,CBlock,1,1716,TA,11409,1,8
294,235000,7,TA,2,1977,1994,Gd,CBlock,1,2263,TA,16659,2,9
295,167000,6,TA,2,1953,1953,TA,CBlock,0,1644,TA,9600,1,7
296,142500,6,TA,2,1984,1984,TA,CBlock,0,1003,TA,7937,1,6
297,152000,5,TA,1,1950,1950,TA,CBlock,1,1558,TA,13710,1,6
298,239000,7,Gd,2,1997,1998,Gd,PConc,1,1950,Gd,7399,2,7
299,175000,6,Gd,2,1968,1968,TA,CBlock,2,1743,TA,11700,1,7
300,158500,6,TA,1,1950,2004,Gd,CBlock,0,1152,TA,14000,1,6
301,157000,5,TA,1,1953,1953,TA,CBlock,0,1336,TA,15750,1,5
302,267000,8,Gd,2,1998,1999,Gd,PConc,1,2452,Gd,16226,2,9
303,205000,7,Gd,3,2001,2002,Gd,PConc,0,1541,Gd,13704,2,6
304,149900,5,TA,2,1972,1972,TA,PConc,0,894,TA,9800,1,5
305,295000,7,TA,3,1880,2002,Gd,BrkTil,0,3493,TA,18386,3,10
306,305900,8,Gd,3,2004,2005,Gd,PConc,0,2000,Gd,10386,2,8
307,225000,7,Gd,3,1990,1991,Gd,CBlock,1,2243,Gd,13474,2,8
308,89500,6,TA,0,1920,1950,Fa,CBlock,0,1406,TA,7920,1,6
309,82500,4,TA,2,1940,1950,TA,CBlock,0,861,TA,12342,1,4
310,360000,9,Gd,3,2003,2004,Ex,PConc,0,1944,Ex,12378,2,8
311,165600,6,TA,2,1993,1994,Gd,PConc,1,1501,Gd,7685,2,6
312,132000,6,TA,1,1948,2002,TA,CBlock,0,972,TA,8000,1,5
313,119900,5,TA,2,1939,1950,TA,CBlock,0,1118,Gd,7800,1,5
314,375000,7,TA,2,1965,1965,TA,CBlock,0,2036,Gd,215245,2,8
315,178000,7,TA,2,1925,1990,Ex,BrkTil,1,1641,TA,9600,1,6
316,188500,7,Gd,2,2004,2005,Gd,PConc,1,1432,Gd,7795,2,6
317,260000,7,Gd,2,1980,1980,Ex,CBlock,1,2353,Gd,13005,2,10
318,270000,8,Gd,3,2006,2006,Gd,PConc,1,1959,Gd,9000,2,8
319,260000,7,Gd,3,1993,1993,Gd,PConc,1,2646,Gd,9900,2,9
320,187500,7,TA,2,1980,1980,TA,CBlock,0,1472,Gd,14115,2,6
321,342643,9,TA,3,2006,2006,Gd,PConc,1,2596,Ex,16259,3,9
322,354000,8,Gd,3,2004,2004,Gd,PConc,1,2468,Ex,12099,2,10
323,301000,7,Gd,2,1986,1987,Gd,CBlock,1,2730,TA,10380,2,8
324,126175,3,TA,1,1955,2005,TA,CBlock,0,1163,TA,5820,1,6
325,242000,7,Gd,2,1967,2007,Gd,CBlock,1,2978,Gd,11275,2,11
326,87000,5,TA,2,1941,1950,TA,CBlock,0,803,TA,5000,1,5
327,324000,8,Gd,2,1993,1993,Gd,PConc,1,1719,Gd,10846,1,6
328,145250,6,TA,1,1960,1960,TA,CBlock,1,1383,TA,11600,1,7
329,214500,6,TA,2,1916,1994,Gd,BrkTil,0,2134,TA,11888,2,10
330,78000,5,TA,1,1920,1950,TA,PConc,0,1192,TA,6402,1,6
331,119000,5,TA,1,1964,1964,TA,CBlock,0,1728,TA,10624,2,10
332,139000,5,TA,1,1958,1992,TA,CBlock,0,1056,TA,8176,1,6
333,284000,8,Gd,3,2003,2004,Gd,PConc,0,1629,Gd,10655,2,7
334,207000,7,Gd,2,2004,2004,Gd,PConc,0,1358,Gd,8198,2,6
335,192000,6,TA,2,1998,1998,TA,PConc,1,1638,Gd,9042,2,7
336,228950,5,TA,2,1965,1965,TA,CBlock,0,1786,TA,164660,2,7
337,377426,9,Gd,3,2005,2006,Gd,PConc,0,1922,Ex,14157,2,8
338,214000,7,Gd,2,2002,2003,Gd,PConc,0,1536,Gd,9135,2,7
339,202500,7,Gd,2,1984,1998,Gd,CBlock,0,1621,Gd,14145,2,8
340,155000,6,TA,1,1958,1998,TA,CBlock,0,1215,TA,12400,1,6
341,202900,8,Gd,2,2002,2002,Gd,PConc,1,1908,Gd,14191,2,9
342,82000,4,Fa,1,1950,1950,TA,CBlock,0,841,TA,8400,1,4
344,266000,9,Ex,2,2005,2005,Ex,PConc,0,1684,Ex,8849,2,6
345,85000,5,TA,1,1976,1976,TA,CBlock,1,1112,Gd,2592,1,4
346,140200,6,TA,1,1939,1950,Fa,BrkTil,0,1577,TA,6435,1,6
347,151500,6,TA,1,1960,1998,TA,CBlock,0,958,TA,12772,1,5
348,157500,6,TA,2,1960,1960,TA,CBlock,0,1478,TA,17600,2,6
349,154000,7,Gd,2,2003,2004,Gd,PConc,1,1626,Gd,2448,2,6
350,437154,9,Ex,3,2005,2006,Ex,PConc,1,2728,Ex,20431,2,10
351,318061,9,Ex,2,2007,2007,Ex,PConc,0,1869,Ex,7820,2,6
352,190000,7,TA,2,1986,1986,Gd,PConc,1,1453,Gd,5271,1,6
353,95000,5,TA,1,1941,1950,TA,CBlock,0,1111,TA,9084,1,5
354,105900,6,TA,2,1928,2003,TA,BrkTil,0,720,TA,8520,1,5
355,140000,6,TA,1,1940,2000,TA,CBlock,0,1595,TA,8400,1,6
356,177500,6,Gd,2,1995,1995,Gd,PConc,0,1200,Gd,11249,2,6
357,173000,6,TA,2,1992,1992,Gd,PConc,0,1167,Gd,9248,2,6
358,134000,5,TA,2,1976,1976,TA,PConc,1,1142,Gd,4224,1,6
359,130000,5,TA,1,1958,1958,Gd,CBlock,0,1352,TA,6930,1,6
360,280000,8,Gd,2,1998,1998,Gd,PConc,1,1924,Gd,12011,2,7
361,156000,6,TA,2,1978,1978,TA,CBlock,0,912,Gd,7540,1,5
362,145000,5,TA,1,1940,1982,TA,CBlock,0,1505,TA,9144,1,8
364,118000,6,TA,1,1972,2007,Gd,CBlock,1,987,TA,1680,1,5
365,190000,6,TA,2,1976,1976,TA,PConc,1,1574,Gd,18800,2,6
366,147000,5,TA,1,1920,1997,TA,CBlock,0,1344,TA,10690,1,6
367,159000,6,TA,2,1963,1963,TA,CBlock,1,1394,Gd,9500,1,6
368,165000,6,TA,1,1962,1962,TA,CBlock,0,1431,Gd,9150,1,6
369,132000,5,TA,1,1954,1954,TA,PConc,0,1268,TA,7800,1,7
370,162000,5,TA,2,1959,2006,Gd,CBlock,0,1287,TA,9830,1,7
371,172400,6,TA,2,2000,2000,TA,PConc,1,1664,Gd,8121,2,7
373,125000,6,TA,1,1984,1984,TA,CBlock,0,752,Gd,7175,1,4
374,123000,5,TA,1,1953,1953,TA,PConc,0,1319,TA,10634,1,5
375,219500,7,Gd,2,2003,2004,Gd,PConc,1,1928,Gd,8200,2,8
376,61000,1,Fa,0,1922,1950,Fa,BrkTil,1,904,Fa,10020,0,4
377,148000,5,Gd,2,1996,1996,TA,PConc,0,914,Gd,8846,1,5
378,340000,8,Gd,2,2004,2005,Gd,PConc,0,2466,Gd,11143,3,8
379,394432,9,Gd,3,2010,2010,Ex,PConc,1,1856,Ex,11394,1,8
380,179000,6,TA,2,2000,2000,TA,PConc,1,1800,Gd,8123,2,7
381,127000,5,TA,1,1924,1950,Gd,BrkTil,0,1691,TA,5000,2,6
382,187750,7,Gd,2,2006,2006,Gd,PConc,0,1301,Gd,7200,2,5
383,213500,7,Gd,2,2006,2006,Gd,PConc,1,1797,Gd,9245,2,8
384,76000,6,TA,2,1928,1950,TA,BrkTil,0,784,Fa,9000,1,5
385,240000,6,Gd,2,1992,1992,Gd,PConc,1,1953,Gd,53107,2,9
386,192000,8,Gd,2,2004,2005,Gd,PConc,0,1269,Gd,3182,2,6
387,81000,5,TA,0,1910,1996,TA,PConc,0,1184,TA,8410,1,8
388,125000,6,TA,1,1976,1976,TA,CBlock,0,1125,TA,7200,1,6
389,191000,7,Gd,2,1999,2000,Gd,PConc,0,1479,Gd,9382,2,6
390,426000,10,Ex,3,2007,2008,Ex,PConc,1,2332,Ex,12474,2,9
391,119000,5,TA,1,1900,1950,TA,BrkTil,0,1367,TA,8405,1,7
392,215000,6,TA,2,2001,2002,Gd,PConc,1,1961,Ex,12209,2,7
394,100000,4,TA,0,1941,1950,TA,CBlock,0,788,TA,7446,1,4
395,109000,5,TA,1,1940,1950,TA,CBlock,0,1034,TA,10134,1,5
396,129000,5,TA,1,1956,1956,TA,CBlock,0,1144,TA,9571,1,6
397,123000,5,TA,2,1972,1972,TA,CBlock,0,894,TA,7200,1,6
398,169500,5,TA,1,1962,1962,TA,CBlock,0,1812,TA,7590,2,8
399,67000,5,TA,1,1920,1950,TA,BrkTil,0,1077,Fa,8967,1,6
400,241000,7,Gd,2,2006,2007,Gd,PConc,0,1550,Gd,8125,2,7
401,245500,8,Gd,2,1996,1996,Ex,PConc,1,1288,Gd,14963,1,4
402,164990,7,Gd,2,2005,2005,Gd,PConc,0,1310,Gd,8767,2,6
403,108000,5,TA,1,1940,1997,TA,PConc,0,672,TA,10200,1,4
404,258000,8,Gd,2,1998,1998,Gd,PConc,1,2263,Gd,12090,2,10
405,168000,6,TA,2,1995,1996,TA,PConc,1,1572,Gd,10364,2,7
406,150000,4,TA,2,1976,1993,TA,CBlock,0,1620,TA,9991,2,8
407,115000,6,TA,1,1936,1950,TA,BrkTil,0,1639,TA,10480,1,6
408,177000,6,TA,1,1915,1976,TA,BrkTil,0,1680,Gd,15576,2,8
409,280000,7,Gd,3,2006,2006,Gd,PConc,1,2172,Ex,14154,2,9
410,339750,8,Gd,3,2007,2008,Ex,PConc,1,2078,Ex,10800,2,8
411,60000,5,TA,1,1958,1958,TA,CBlock,0,1276,TA,9571,1,5
412,145000,5,TA,2,1955,1955,TA,CBlock,0,1056,TA,34650,1,5
413,222000,7,Ex,2,2009,2009,Gd,PConc,1,1478,Ex,4403,2,7
414,115000,5,TA,2,1927,1950,TA,CBlock,0,1028,TA,8960,1,5
415,228000,7,Gd,3,1993,1993,Gd,PConc,1,2097,Gd,11228,2,9
416,181134,7,Gd,2,2007,2007,Gd,PConc,0,1340,Gd,8899,2,6
417,149500,6,TA,2,1978,1978,TA,CBlock,1,1400,TA,7844,1,6
418,239000,6,TA,3,1918,1950,TA,BrkTil,1,2624,Gd,22420,2,10
419,126000,5,TA,1,1940,1950,TA,BrkTil,1,1134,TA,8160,1,7
420,142000,5,TA,1,1968,1968,TA,CBlock,0,1056,TA,8450,1,6
421,206300,7,TA,4,1997,1998,TA,PConc,0,1344,Gd,7060,2,8
422,215000,6,Gd,2,1977,2000,Gd,CBlock,0,1602,Gd,16635,2,8
423,113000,5,TA,2,1954,1954,TA,CBlock,0,988,TA,21750,1,4
424,315000,8,Gd,3,1998,1998,Gd,PConc,1,2630,Gd,9200,2,8
425,139000,6,TA,1,1956,1956,TA,CBlock,0,1196,Gd,9000,1,6
426,135000,7,TA,1,1946,1992,TA,CBlock,1,1389,TA,3378,1,6
427,275000,7,Gd,2,1989,1989,Gd,PConc,0,1644,Gd,12800,2,5
428,109008,4,TA,1,1957,1957,TA,CBlock,0,907,TA,8593,1,5
429,195400,7,Gd,2,2007,2007,Gd,PConc,0,1208,Gd,6762,2,6
430,175000,6,TA,2,1988,1988,Gd,CBlock,0,1412,Gd,11457,2,6
431,85400,6,TA,1,1971,1971,TA,CBlock,1,987,TA,1680,1,4
432,79900,6,TA,0,1920,1998,TA,BrkTil,0,1198,TA,5586,1,7
433,122500,5,TA,2,1971,1971,TA,CBlock,1,1365,TA,1920,1,6
434,181000,6,TA,2,1997,1998,TA,PConc,1,1604,Gd,10839,2,7
435,81000,4,TA,0,1972,1972,TA,CBlock,0,630,Gd,1890,1,3
436,212000,7,Gd,2,1996,1996,Gd,PConc,1,1661,Gd,10667,2,6
437,116000,6,TA,2,1920,1950,TA,BrkTil,0,1118,Fa,4400,1,6
438,119000,6,Gd,1,1926,2004,TA,PConc,0,904,TA,6000,1,4
439,90350,5,TA,1,1913,2002,Gd,PConc,0,694,TA,4280,1,4
440,110000,6,TA,2,1920,2000,Gd,BrkTil,0,1196,TA,12354,1,7
441,555000,10,Ex,3,2008,2008,Ex,PConc,0,2402,Ex,15431,2,10
442,118000,4,TA,0,1955,1955,Fa,CBlock,0,1440,TA,12108,2,8
443,162900,5,TA,2,1930,1992,TA,PConc,0,1573,TA,6240,2,8
444,172500,7,Gd,3,2006,2007,Gd,PConc,0,1258,Ex,3922,2,6
445,210000,7,Gd,2,1994,1995,Gd,PConc,1,1908,Gd,8750,2,8
446,127500,6,TA,2,1956,1956,TA,CBlock,0,1689,TA,9855,1,7
447,190000,6,Gd,2,1966,2002,Gd,CBlock,1,1888,TA,16492,2,6
448,199900,7,Gd,2,1998,1999,Gd,PConc,1,1886,Gd,11214,2,10
449,119500,6,TA,1,1937,1950,TA,BrkTil,0,1376,TA,8600,2,7
450,120000,3,TA,1,1948,2002,TA,CBlock,1,1183,TA,6000,1,6
451,110000,6,TA,1,1930,2005,Gd,BrkTil,0,813,TA,5684,1,5
452,280000,7,TA,2,1975,1975,Gd,CBlock,0,1533,Gd,70761,2,5
453,204000,6,Gd,2,1996,1997,TA,PConc,1,1756,Ex,9303,2,7
454,210000,8,Gd,2,2008,2008,Gd,PConc,1,1590,Gd,9000,2,6
455,188000,5,TA,2,1976,1976,TA,CBlock,0,1728,TA,9297,2,8
456,175500,7,TA,2,1973,1973,TA,CBlock,1,1242,TA,9600,1,6
457,98000,5,TA,3,1916,1950,TA,BrkTil,0,1344,TA,4571,1,7
458,256000,4,TA,2,1954,1994,Gd,CBlock,0,1663,Gd,53227,1,6
459,161000,8,TA,1,1925,1996,Gd,PConc,0,1666,TA,5100,1,7
460,110000,5,TA,1,1950,1950,Gd,CBlock,0,1203,TA,7015,1,5
461,263435,8,Gd,2,2009,2009,TA,PConc,1,1935,Gd,8004,2,8
462,155000,7,Gd,2,1936,2007,Gd,PConc,0,1135,Gd,7200,1,6
463,62383,5,TA,1,1965,1965,TA,CBlock,0,864,TA,8281,1,5
464,188700,6,TA,1,1934,1995,TA,CBlock,1,1660,TA,11988,1,6
465,124000,5,TA,0,1978,1978,TA,CBlock,0,1040,Gd,8430,2,5
466,178740,7,Gd,2,2004,2004,Gd,PConc,0,1414,Gd,3072,2,6
467,167000,7,TA,2,1970,1970,TA,CBlock,0,1277,TA,10628,1,5
468,146500,5,TA,1,1942,1995,Gd,CBlock,1,1644,TA,9480,1,7
469,250000,8,Gd,3,2006,2006,Gd,PConc,0,1634,Gd,11428,2,7
470,187000,6,Gd,2,1993,1993,Gd,PConc,1,1710,Gd,9291,2,7
471,212000,8,Gd,2,1985,1985,Gd,PConc,1,1502,Gd,6820,1,4
472,190000,7,TA,2,1977,1977,TA,CBlock,1,1969,Gd,11952,2,8
473,148000,6,TA,2,2005,2005,TA,PConc,0,1072,Gd,3675,1,5
474,440000,8,Gd,3,2006,2007,Gd,PConc,0,1976,Ex,14977,2,7
475,251000,8,Gd,2,2000,2000,Ex,PConc,0,1652,Gd,5330,2,6
476,132500,5,TA,2,1963,1963,TA,CBlock,0,970,TA,8480,1,5
477,208900,6,TA,2,1997,1998,Gd,PConc,0,1493,Gd,13125,2,7
478,380000,9,Ex,3,2006,2006,Ex,PConc,1,2643,Gd,13693,2,9
479,297000,8,Gd,3,2007,2008,Gd,PConc,0,1718,Ex,10637,2,7
480,89471,4,TA,2,1937,2000,TA,BrkTil,0,1131,Fa,5925,1,7
481,326000,9,Gd,3,2004,2005,Gd,PConc,0,1850,Ex,16033,2,8
482,374000,9,Gd,3,2003,2004,Ex,PConc,0,1792,Ex,11846,2,6
483,155000,7,Gd,1,1915,2005,Ex,PConc,1,1826,TA,2500,1,7
484,164000,6,TA,2,1998,1998,TA,PConc,0,1216,Ex,4500,2,5
485,132500,5,TA,1,1962,2001,Gd,CBlock,0,999,TA,7758,1,6
486,147000,5,Gd,1,1950,2007,Gd,CBlock,0,1113,TA,9600,1,5
487,156000,5,TA,2,1965,1965,TA,CBlock,1,1073,TA,10289,1,6
488,175000,5,TA,2,1971,1971,TA,CBlock,0,1484,Gd,12243,2,7
489,160000,5,TA,2,1900,1970,TA,CBlock,0,2414,TA,10800,2,10
490,86000,4,TA,1,1970,2002,Gd,CBlock,0,630,Gd,1526,1,3
491,115000,5,TA,1,1976,1976,TA,PConc,1,1304,Gd,2665,1,4
492,133000,6,TA,1,1941,1950,Fa,CBlock,0,1578,TA,9490,1,5
493,172785,6,Gd,2,2006,2006,TA,PConc,1,1456,Gd,15578,2,8
494,155000,5,TA,1,1960,1960,TA,CBlock,1,1269,TA,7931,1,6
495,91300,5,TA,1,1938,1996,TA,BrkTil,0,886,Fa,5784,1,4
496,34900,4,TA,0,1920,1950,TA,CBlock,0,720,TA,7879,1,4
497,430000,8,Gd,2,1992,1993,Gd,PConc,0,3228,Gd,12692,3,10
498,184000,7,TA,1,1925,1950,TA,PConc,0,1820,TA,9120,2,8
499,130000,5,TA,1,1967,2004,Gd,PConc,0,899,TA,7800,1,5
500,120000,5,TA,1,1958,1985,TA,CBlock,0,912,TA,7535,1,5
501,113000,6,TA,1,1973,1973,TA,CBlock,1,1218,TA,1890,1,7
502,226700,7,Gd,2,2005,2005,Gd,PConc,1,1768,Gd,9803,2,7
503,140000,5,TA,2,1965,1965,TA,CBlock,0,1214,TA,9170,1,6
504,289000,7,TA,2,1959,1997,TA,CBlock,0,1801,TA,15602,2,6
505,147000,6,TA,2,1974,1974,TA,CBlock,1,1322,TA,2308,2,6
506,124500,5,TA,2,1952,1952,TA,CBlock,0,1960,TA,7596,2,10
507,215000,8,Gd,2,1993,1994,Gd,PConc,1,1911,Gd,9554,2,8
508,208300,6,Gd,2,2009,2009,Gd,PConc,0,1218,Gd,7862,2,4
509,161000,7,TA,2,1928,2005,Gd,BrkTil,0,1378,TA,9600,2,7
510,124500,5,TA,1,1959,1959,TA,CBlock,0,1041,TA,9600,1,6
511,164900,5,Gd,1,1951,2000,TA,CBlock,0,1363,TA,14559,1,6
512,202665,7,Gd,2,2005,2006,Gd,PConc,0,1368,Gd,6792,2,6
513,129900,5,TA,2,1958,1958,TA,CBlock,0,864,TA,9100,1,5
514,134000,6,TA,2,1983,1983,TA,PConc,1,1080,TA,9187,1,5
515,96500,5,TA,1,1926,1950,TA,BrkTil,0,789,TA,10594,1,5
516,402861,10,Ex,3,2009,2009,Ex,CBlock,1,2020,Ex,12220,2,9
517,158000,6,TA,2,1972,1972,TA,CBlock,1,2119,TA,10448,2,7
518,265000,7,Gd,3,1996,1997,Gd,PConc,1,2344,Gd,10208,2,7
519,211000,6,TA,2,1998,1998,TA,PConc,1,1796,Gd,9531,2,7
520,234000,7,Gd,1,1926,2004,Gd,BrkTil,1,2080,Gd,10918,1,9
522,150000,6,TA,1,1957,1957,TA,CBlock,1,1244,TA,11988,1,6
523,159000,6,TA,2,1947,1950,TA,CBlock,0,1664,TA,5000,2,7
524,184750,10,Ex,3,2007,2008,Ex,PConc,1,4676,Ex,40094,3,11
525,315750,7,Gd,3,1996,1997,Gd,PConc,1,2398,Gd,11787,2,8
526,176000,7,Gd,2,2005,2005,Gd,PConc,0,1266,Gd,7500,2,6
527,132000,5,TA,1,1956,2000,TA,CBlock,0,928,Gd,13300,1,4
528,446261,9,Ex,3,2008,2008,Ex,PConc,1,2713,Ex,14948,2,11
529,86000,4,TA,0,1920,2002,TA,BrkTil,0,605,TA,9098,1,5
530,200624,6,Gd,2,1957,1975,TA,PConc,0,2515,TA,32668,3,9
531,175000,6,Gd,2,1988,1989,Gd,CBlock,0,1509,Gd,10200,2,5
532,128000,6,TA,2,1920,1999,TA,BrkTil,0,1362,Fa,6155,2,6
535,178000,8,Gd,2,2004,2004,Gd,PConc,1,1414,Ex,9056,2,6
536,107500,5,TA,0,1910,1991,TA,CBlock,0,1347,Gd,7000,1,5
537,188000,7,TA,2,1998,1999,Gd,PConc,1,1724,Gd,8924,2,8
538,111250,4,TA,2,1972,1972,TA,CBlock,0,864,TA,12735,1,5
539,158000,5,TA,1,1968,1968,TA,CBlock,1,1159,TA,11553,1,7
540,272000,8,Gd,2,2001,2002,Gd,PConc,0,1601,Gd,11423,2,6
541,315000,9,Ex,3,2006,2006,Ex,PConc,0,1838,Ex,14601,2,8
542,248000,8,Gd,3,2000,2000,Gd,PConc,1,2285,Gd,11000,2,8
543,213250,7,Gd,2,1998,1999,Gd,PConc,0,1680,Ex,10140,2,7
544,133000,7,TA,1,1998,1998,TA,PConc,0,767,Gd,4058,1,4
545,179665,7,Gd,2,2006,2006,Gd,PConc,1,1496,Gd,17104,2,7
546,229000,7,Gd,3,1988,1988,Gd,PConc,1,2183,Gd,13837,2,9
547,210000,6,TA,2,1923,1950,TA,BrkTil,1,1635,Gd,8737,1,6
548,129500,5,TA,2,1970,1970,TA,CBlock,0,768,Gd,7244,1,5
549,125000,5,TA,2,1955,1995,TA,CBlock,0,825,TA,8235,1,4
550,263000,7,Gd,2,2003,2004,Gd,PConc,1,2094,Gd,9375,2,8
551,140000,6,TA,2,1977,1977,TA,CBlock,0,1069,Gd,4043,2,4
552,112500,5,TA,1,1957,1957,TA,CBlock,0,928,TA,6000,1,5
553,255500,8,Gd,3,2006,2006,Gd,PConc,0,1717,Ex,11146,2,7
555,284000,7,Gd,3,2003,2004,Gd,PConc,1,2046,Gd,10625,2,8
556,113000,5,TA,1,1922,1950,TA,BrkTil,0,1048,TA,6380,1,5
557,141000,5,TA,1,1957,1957,TA,CBlock,0,1092,TA,14850,1,6
558,108000,4,TA,1,1920,1950,TA,CBlock,1,1336,TA,11040,1,7
559,175000,7,TA,2,1996,1997,TA,PConc,1,1446,Gd,21872,2,6
560,234000,7,Gd,2,2003,2004,Gd,PConc,0,1557,Gd,3196,2,7
561,121500,5,TA,2,1957,1996,TA,CBlock,1,1392,Gd,11341,1,5
562,170000,5,TA,2,1974,1975,TA,CBlock,0,1389,Gd,10010,1,6
563,108000,5,TA,0,1940,1969,TA,CBlock,0,996,TA,13907,1,6
564,185000,6,TA,2,1918,1950,TA,BrkTil,0,1674,Gd,21780,2,8
565,268000,7,Gd,2,1992,2000,Gd,PConc,1,2295,Gd,13346,2,9
566,128000,6,TA,1,1915,1950,Fa,PConc,1,1647,Gd,6858,1,6
567,325000,9,Gd,3,2005,2007,Ex,PConc,1,2504,Gd,11198,2,11
568,214000,7,Gd,2,2004,2004,Gd,PConc,0,1535,Gd,10171,2,7
569,316600,8,Gd,2,1983,2009,Gd,CBlock,1,2132,Gd,12327,1,5
570,135960,5,TA,2,1979,1979,TA,CBlock,0,943,Gd,7032,1,4
571,142600,5,TA,2,1965,1965,TA,CBlock,0,1728,TA,13101,2,10
572,120000,6,TA,1,1959,1959,Gd,CBlock,0,864,TA,7332,1,4
573,224500,7,TA,2,2009,2009,Gd,PConc,1,1692,Ex,13159,2,6
574,170000,7,TA,2,2000,2000,TA,PConc,1,1430,Gd,9967,2,8
575,139000,5,TA,1,1971,2005,TA,CBlock,0,1109,TA,10500,1,5
576,118500,5,TA,1,1947,1950,TA,CBlock,0,1216,TA,8480,1,6
577,145000,7,TA,1,1928,1950,TA,BrkTil,0,1477,TA,6292,2,6
578,164500,5,TA,2,1966,1966,TA,CBlock,0,1320,TA,11777,1,6
579,146000,7,Gd,2,2007,2007,Gd,PConc,0,1392,Gd,3604,2,5
580,131500,5,TA,1,1954,1954,TA,BrkTil,0,1795,TA,12150,2,7
581,181900,6,TA,2,1960,1987,Gd,CBlock,0,1429,TA,14585,1,7
582,253293,8,Ex,3,2008,2009,Ex,PConc,1,2042,Ex,12704,2,8
583,118500,6,TA,0,1990,1990,TA,CBlock,0,816,Gd,11841,1,5
584,325000,10,Ex,2,1893,2000,Gd,BrkTil,1,2775,TA,13500,3,9
585,133000,4,TA,1,1935,1995,Gd,BrkTil,0,1573,TA,6120,1,6
586,369900,8,Gd,3,2005,2006,Gd,PConc,0,2028,Ex,11443,2,7
